row,col,ToT_mean_200mV,ToT_mean_300mV,ToT_mean_400mV,ToT_mean_500mV,ToT_mean_600mV,ToT_mean_700mV,ToT_mean_800mV,ToT_mean_900mV,ToT_mean_1000mV
7,11,2.1435441728827924,3.5523437338625556,-113.75989235164879,-27.591897509416757,-151.89158203917796,-197.94707948433725,-27.178379092662798,11.216849144824183,-202.22018856813727
7,12,25.631932298603243,58.717337831938366,67.83552935984369,-3.310763635704583,-47.889249764790286,-29.378791605304798,-178.54738622613783,-3.3852333091904296,-9.832046379576141
7,13,3.0188458176563033,43.244118332604366,80.31031421052563,110.89797097813636,132.4184851870037,146.2697759631127,155.8081541203726,162.61574235824767,168.13504461019556
7,14,30.995024973449578,65.57867051102602,85.73572935300959,89.03021192162933,88.57052320254896,86.13328280477778,3.5789289753738336,-178.85919810821537,4.399645052408215
7,15,45.74576428667613,123.65649374715427,184.45122336360788,215.63155287049585,233.46952992928203,246.023035847957,255.2194210892082,262.8566755015779,268.9908424325771
8,0,3.5372634665755003,-57.797169980734886,25.493834069990537,17.008319238765356,-0.5410064152134286,25.528372466888985,18.564647104996144,20.894853921680376,7.842701647315977
8,1,29.81973634129146,93.38585958175089,146.42768345818203,181.92090949927245,202.4877247142633,215.51366054128547,224.5994986885976,231.34274628566786,232.8368437475595
8,2,20.470995555290877,52.54210425172832,77.75813942189247,93.63129923978941,103.18532963369796,109.7035086124745,114.77595646848823,118.73139310165833,122.13313654477793
8,3,42.19023218303226,92.18193561628989,121.70448654906974,135.67658875262447,144.34905665704852,150.4064364132883,155.43148024359002,159.56180481482812,162.84925587719601
8,4,30.404512733552004,64.69267809368588,85.43120574004627,-39.03826766747242,-55.25806887450086,-65.37886550745823,-67.3056203431446,3.932765126578299,-147.7989860555458
8,5,15.5182528336438,44.59028039873667,65.39452363630019,76.303567085625,83.22734406936719,88.25508362945016,91.94176611355267,94.84520455167451,97.47492443391765
8,6,-43.8283531542242,19.090145833354384,-109.81021957471158,-120.86909345822531,-36.18934339604496,-41.55456806946523,25.407675443172696,22.021316640537208,-43.97070779562096
8,7,34.18013656609753,68.84773296537833,88.25366705959307,98.03342043576656,104.20700737879699,108.7516739957399,112.49852764892147,115.47361277983065,118.10202913358461
8,8,1.8343057463042762,3.5004824282077394,11.810542527057747,15.171821912304848,6.930918119030752,-3.5797539030456713,21.142723482237017,13.041263108110432,10.93099453250765
8,9,-19.63666388563325,-121.05162837668918,8.543650799839574,1.500493902465703,-177.14663063626898,-27.894353508629482,-106.58765987060788,-13.967009230378757,11.960578434652367
8,10,22.32381648296291,75.49457689656155,105.18032175276454,108.37762541454549,105.62556032488452,104.61573082463431,106.24412489160247,102.92668353078024,103.72828810363056
8,11,19.648210880338613,57.481836663358074,88.00227942688986,106.93462759195101,117.83552569135516,124.91996758615221,130.2453577957176,134.29158838921785,137.64477186420007
8,12,18.20897502957649,55.603331825953966,78.58916890474045,86.14256076250437,83.50037877827585,89.47478827124881,88.12452891094313,84.90641069712972,2.9890997201895915
8,13,15.40380195970725,33.518396345664534,44.8303053254863,50.65428253004528,54.45346055963935,57.239137071441064,59.46285391881624,61.381193725888124,63.06691575249289
8,14,10.907623888137504,36.47553091147211,56.909141680755475,68.57625707832685,75.27524623826179,79.78532709567806,83.12635602729821,85.88512196897872,88.14276384915696
8,15,2.0336306710513643,58.974120076691605,3.613790443860127,15.363450703992564,12.98555488457327,8.515772548534196,4.708312263824882,14.952965823953214,13.167097814460917
9,0,30.634355937152293,71.85006541948592,96.76241504701149,107.74190418560185,107.88044652344936,107.08256524110475,110.5197255089092,3.5411867662969865,3.598106511625615
9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2,-33.74762534919337,-33.45736373390314,-204.3930927584551,23.27825262485078,-166.37961218665683,20.533419124775946,1.4827381472097252,-2.889527081409269,25.43748172296178
9,3,38.24919357395503,88.7594505816084,124.37844784204864,143.4406448109962,154.94101162197967,163.1452559125266,169.37273921238216,173.75443808193984,177.3099490144148
9,4,11.090756446232096,41.138546699289506,66.04762011220618,83.6325812882413,93.82552866016914,100.39485822098712,105.00819010858363,108.67487297792086,111.59908747783827
9,5,-28.915756709367283,-76.71208852926947,-18.83963505640634,-154.6250090909974,-176.90505234505704,-63.87562675128262,-131.9839488258484,-121.7649840832438,-125.76924166464818
9,6,26.68835647827541,57.89602271757122,81.1949023317501,94.01815722556404,102.00115697091259,107.43666087608003,111.67710578130333,115.01879149402544,117.92036731372143
9,7,3.4148209363528323,3.235934172048804,3.1878413283942426,3.208547026771355,-126.06720184113422,3.326747855269365,3.9600491777916313,8.141601219839025,-58.45041241281128
9,8,25.015165593870478,65.25554081822008,90.03444525517092,102.77112494549417,110.59861852422156,115.36959022118627,115.51030570201162,114.10322067694409,116.26109293165453
9,9,21.558493927526065,58.38946193282504,82.30649642734619,94.96533201199367,102.89506826575126,108.60184788327881,113.30846734914213,116.90930347103479,119.98285887901413
9,10,25.425595761373923,64.81322681944249,92.62638964952305,107.01994587449673,115.42163099567192,121.45117724720146,125.94224538749174,129.4666826919122,132.77126623720469
9,11,3.5667108910083423,3.535584044452288,22.687732442504306,23.62815161777253,-729.2163750160179,-127.2707275456657,20.794576285259424,17.878693372719464,22.05295739583085
9,12,1.9614135736951381,3.4236144741917838,51.43176989226627,13.750091573458256,12.674468639301665,12.410773783371742,12.59108943187368,10.911940927109313,-169.14351648416778
9,13,15.020870017645391,44.68498566362413,66.20064136783681,78.48096144837379,86.08012529547332,91.38568957902508,95.57507762016341,98.89350805276705,101.756188023719
9,14,29.97431693523405,76.88044826413213,113.24969023297113,134.31934091053014,146.5403163262259,154.59104673344484,160.70452980623236,165.39746441112,169.15791324412285
9,15,-35.629496226607934,-32.311384131876316,-34.52836204274258,-35.530683209933756,-36.96792178063906,-39.71784940342117,-37.06107826093902,-32.77580116701202,-44.85464316241299
10,0,2.1536462929987983,6.675261462729181,5.016841623973605,4.667844884296071,-38.34640530583036,1.994025109872175,-1.037101321634486,-33.73762532212136,-50.40143682459312
10,1,32.400210528081544,84.27468219218922,107.63862437587609,3.500397236188571,104.86487927241033,108.79053654336892,108.13999727090895,106.79541512750721,13.683920600691147
10,2,2.105761897303799,82.65245766236197,98.44252532818193,97.85259242077491,96.96978716947181,96.9370380344849,96.5064604034681,14.007349920135916,10.003780071596895
10,3,15.558381350535498,40.71781016761218,58.33535874234385,66.96841512679072,72.0618385442059,75.6739329403135,78.52279314595216,80.8697449481323,82.85415554022467
